Item_Identifier,Item_Weight,Item_MRP,Item_Outlet_Sales
FDA37,7.81,123.1046,871.5322
NCM07,9.395,85.1908,1342.2528
FDT49,7,108.228,1171.808
FDP23,6.71,217.5166,4572.0486
DRF51,15.75,38.0506,265.6542
NCZ41,19.85,123.7704,2503.408
DRJ11,9.5,189.2872,6050.7904
FDP37,15.6,127.5994,2441.4886
FDT60,,123.8388,123.8388
FDA09,13.35,178.666,1797.66
FDJ46,11.1,174.2054,1926.1594
FDO48,15,219.7456,3094.6384
FDS59,14.8,109.057,1428.141
FDH44,19.1,145.7418,882.8508
NCM05,6.825,264.3226,4229.1616
NCU06,,228.001,1148.505
FDV13,17.35,88.0856,1318.284
FDA23,9.8,102.4016,1720.4272
FDJ60,19.35,164.1184,2807.0128
FDN13,18.6,98.9358,1508.037
DRF49,7.27,114.4518,1366.2216
FDK20,12.6,122.0072,1470.0864
FDB27,,196.7768,5912.304
NCS18,12.65,108.6938,1393.5194
FDZ49,,220.3798,5289.1152
FDN32,17.5,184.7266,2213.1192
FDO37,8.06,229.7326,6930.978
NCD31,12.1,165.5526,3453.5046
NCV30,,62.351,2150.534
FDY49,17.2,166.6184,1155.8288
FDM10,,215.1218,3205.827
FDT11,5.94,186.7556,3942.8676
FDD39,16.7,217.885,3894.93
NCL31,7.39,141.547,2290.352
FDZ47,20.7,100.1042,892.8378
NCU18,,142.4496,564.5984
FDJ58,,172.2764,1545.9876
FDX12,18.2,241.4196,482.0392
FDV60,20.2,195.211,2356.932
NCB19,,84.5882,2061.3168
FDH45,,42.3796,123.8388
FDB03,17.75,240.7538,4566.7222
FDI27,8.71,43.5744,498.0184
FDN22,18.85,251.7724,3020.0688
FDQ37,20.75,192.0478,4649.9472
FDM02,12.5,85.6198,610.5386
FDW38,5.325,53.7298,862.8768
FDP34,,156.463,312.926
FDY55,16.75,255.3988,4625.9784
FDL34,16,141.2496,3387.5904
FDA09,13.35,179.766,5932.278
FDM51,11.8,99.8674,1018.674
FDI34,10.65,231.4668,3225.1352
NCD31,12.1,165.8526,3124.5994
FDW33,9.395,105.828,1704.448
NCP05,19.6,152.0024,2884.2456
FDL56,14.1,86.9198,1133.8574
FDN01,,177.937,6881.043
FDA25,16.5,104.799,1238.388
FDF08,14.3,88.2856,175.7712
FDH08,7.51,227.901,459.402
DRH03,17.25,93.412,932.12
FDQ31,5.785,87.0856,1406.1696
FDO10,13.65,55.5588,916.1408
FDT39,6.26,149.8366,1964.7758
FDM22,,53.464,1597.92
FDR21,19.7,174.937,882.185
FDQ01,19.7,255.2014,3570.0196
FDZ03,13.65,186.724,4474.176
NCK05,20.1,63.0536,980.0576
FDW55,12.6,250.9092,4731.1748
FDF47,20.85,222.8746,3589.9936
DRO59,,77.9012,75.9012
NCM55,15.6,185.8924,3516.7556
FDY31,5.98,146.8418,1765.7016
FDJ57,,184.3582,185.7582
FDV51,16.35,165.4842,1492.0578
DRG36,14.15,170.5106,2395.5484
DRF13,12.1,145.1444,3338.3212
NCJ54,9.895,233.0642,6041.4692
NCP42,8.51,195.6478,4262.4516
NCF30,17,126.7362,1258.362
FDY44,,194.711,5892.33
FDX09,9,175.437,3175.866
NCU30,5.11,163.221,2773.057
FDU49,19.5,85.554,1211.756
FDC48,9.195,84.1592,1238.388
FDJ21,16.7,147.5102,5540.7876
NCX41,19,210.8244,2540.6928
FDT36,12.3,35.0874,458.7362
FDK28,,256.1646,3349.6398
DRI49,14.15,82.0276,1624.552
NCM54,,128.9678,254.3356
FDD48,10.395,116.3176,1259.6936
NCF30,17,125.1362,251.6724
FDX03,15.85,47.1744,996.0368
FDZ33,10.195,149.8076,2217.114
FDB39,,57.4272,111.8544
DRM11,6.57,261.4278,4165.2448
DRE48,8.43,195.3768,1576.6144
NCL31,7.39,142.247,2433.499
FDB11,16,224.1404,4725.8484
FDX14,13.1,76.0354,601.8832
NCM29,,129.9626,3410.2276
FDH47,13.5,95.2068,583.2408
FDG09,20.6,185.8556,1689.8004
FDP25,15.2,216.9824,4804.4128
FDY27,,179.1344,1605.9096
DRM59,5.88,154.1998,3537.3954
DRI03,6.03,178.1028,1416.8224
FDY03,,112.6202,675.1212
NCV17,18.85,130.2626,3016.7398
NCJ17,7.68,85.5224,1278.336
NCP54,15.35,124.673,2093.941
FDZ15,13.1,119.2782,3098.6332
NCR05,10.1,198.6084,2182.4924
FDX03,,44.7744,135.8232
FDQ12,12.65,231.401,2526.711
FDC21,14.6,109.8254,1627.881
FDQ40,11.1,176.0712,1581.9408
FDI07,,197.2426,3163.8816
FDQ25,8.63,172.5422,2241.7486
NCK18,9.6,163.9184,4293.0784
DRI25,19.6,55.6614,165.7842
DRA24,19.35,165.0868,982.7208
FDA32,14,214.7192,3020.0688
FDE59,12.15,34.3532,251.6724
FDY59,8.195,93.8462,647.8234
FDQ20,8.325,41.6138,284.2966
FDB21,7.475,241.6854,6042.135
FDB41,,45.2718,47.2718
DRG11,6.385,109.8596,3235.788
FDV10,,41.0112,42.6112
FDI41,18.5,148.3418,1765.7016
FDN10,11.5,118.9124,1540.6612
NCM17,7.93,45.9086,1070.6064
DRG37,,154.3972,311.5944
FDA21,13.65,183.7924,2591.2936
FDM27,12.35,157.9946,3313.6866
FDA32,14,216.0192,2588.6304
NCZ53,9.6,189.2214,3956.8494
FDW40,14,143.2812,3277.0676
FDS52,8.89,100.5016,1315.6208
FDM58,16.85,109.8544,223.7088
NCE54,,75.5354,150.4708
FDS11,7.05,225.3088,5816.4288
FDL20,17.1,111.6886,1556.6404
FDX13,,249.1092,8217.3036
FDR21,19.7,174.437,1587.933
FDV28,16.1,33.6558,203.7348
FDZ51,11.3,96.9094,952.094
FDD46,6.035,153.1998,1537.998
FDE23,17.6,46.706,699.09
NCF55,6.675,34.9874,247.0118
FDU12,15.5,262.9568,1845.5976
FDZ22,9.395,85.025,2080.625
FDI44,16.1,78.4328,1158.492
FDH50,15,185.9266,4610.665
FDE57,9.6,142.9154,3261.7542
DRJ51,14.1,228.5668,1151.834
FDX52,11.5,192.682,3861.64
DRN47,12.1,178.366,4314.384
FDT21,7.42,249.0092,2988.1104
FDY21,15.1,196.511,4713.864
FDG21,,151.005,149.805
FDS58,9.285,161.1578,4011.445
FDA26,7.855,220.1482,4600.0122
FDY16,,182.5266,6454.931
FDF20,12.85,196.6768,2759.0752
FDI15,13.8,263.7884,5564.7564
FDC47,15,226.5694,913.4776
FDL08,10.8,246.8144,2450.144
FDF08,14.3,88.4856,1406.1696
FDN03,9.8,250.1408,4005.4528
FDG34,11.5,106.6254,325.5762
FDA56,9.21,119.8414,1340.2554
NCI17,,95.141,2510.066
NCO17,10,118.344,1797.66
FDK55,18.5,87.7172,802.9548
FDD10,20.6,177.4344,1962.7784
NCH18,9.3,245.4802,3193.8426
NCA53,11.395,48.8034,777.6544
DRJ24,11.8,184.3924,370.1848
DRN35,8.01,37.9532,826.9236
FDC47,15,229.3694,5024.1268
FDN48,13.35,93.4804,1102.5648
FDR27,,130.7942,3047.3666
FDS33,,86.8514,354.2056
DRL11,10.5,157.0946,2209.1244
FDQ21,21.25,120.4756,1938.8096
FDY37,17,142.047,3149.234
FDS35,9.3,63.1826,2002.0606
DRD60,15.7,183.1634,5634.6654
DRP47,15.75,252.8382,6308.455
NCY41,,35.2532,970.7364
FDR59,14.5,263.1594,2616.594
FDM36,,172.6422,344.8844
NCI42,,208.4954,3751.1172
FDA31,7.1,173.808,1211.756
FDY33,14.5,159.3262,2864.2716
FDV40,17.35,73.1038,886.8456
NCW17,18,128.6994,2441.4886
FDN38,6.615,248.6408,3504.7712
FDQ11,,256.3988,256.9988
FDG34,11.5,107.5254,325.5762
NCN14,19.1,183.7608,4777.7808
FDY46,,188.3898,5238.5144
FDS11,7.05,222.1088,4026.7584
NCA53,,47.1034,145.8102
NCN30,16.35,98.141,386.164
FDW32,18.35,84.3882,1116.5466
NCR42,9.105,33.39,33.29
FDU33,7.63,47.0402,1470.0864
FDN15,,140.318,139.818
FDD51,,44.2744,90.5488
FDF14,7.55,152.934,2450.144
NCN19,,189.553,379.506
NCO43,5.5,100.1016,2125.2336
FDT19,7.59,172.908,6231.888
DRK12,9.5,31.49,466.06
DRM49,6.11,44.4086,1159.8236
FDX43,5.655,164.75,1498.05
FDS14,7.285,156.5288,2356.932
NCK07,10.65,165.2526,3946.8624
FDO19,17.7,46.8034,923.4646
FDH32,12.8,97.141,2799.689
NCZ41,19.85,126.1704,1877.556
FDL32,15.7,111.0544,223.7088
FDC44,15.6,114.4518,2390.8878
FDQ59,9.8,84.2908,755.0172
NCO54,19.5,57.1614,331.5684
DRH36,16.2,74.0696,1416.8224
FDY35,17.6,44.0402,597.2226
FDA46,13.6,196.2136,1944.136
NCL18,18.85,193.1136,2332.9632
FDL57,15.1,258.8304,5424.9384
NCP50,17.35,79.2618,966.7416
FDZ25,,169.879,339.558
FDH24,20.7,157.0288,2199.8032
FDQ26,13.5,60.9562,533.3058
NCK17,,40.348,79.896
FDO46,,187.3872,2836.308
FDW50,13.1,168.1158,2005.3896
FDD29,12.15,254.7698,5073.396
FDU26,,120.1782,357.5346
FDX04,,46.2376,814.9392
FDH31,,98.1042,2777.7176
FDJ45,,34.2216,173.108
FDX55,15.1,216.1166,5007.4818
FDR02,16.7,110.5886,1556.6404
NCP55,14.65,55.6614,1049.9666
FDT28,13.3,151.8708,1655.1788
NCJ06,20.1,118.6782,2502.7422
FDF08,14.3,89.8856,1406.1696
FDT21,7.42,249.7092,7719.2852
FDK22,,214.885,4976.855
DRJ11,9.5,188.7872,1701.7848
FDH27,7.075,141.8128,143.8128
FDU52,,157.063,312.926
FDK50,7.96,160.7894,3235.788
DRJ01,6.135,160.5236,2094.6068
FDC21,14.6,109.7254,651.1524
FDX39,14.3,212.4586,3799.0548
NCY54,,172.1422,5000.8238
FDD58,,100.67,399.48
FDW12,8.315,147.1444,870.8664
DRE01,10.1,241.8512,484.7024
FDT16,9.895,262.1278,3904.917
FDC16,11.5,85.054,1731.08
FDK52,18.25,226.0062,1805.6496
FDS23,4.635,127.0994,1927.491
FDI41,18.5,145.8418,5591.3884
FDG33,5.365,173.5764,2061.3168
NCM31,6.095,140.3154,1843.6002
NCY53,,110.4544,4250.4672
FDY55,16.75,257.0988,6424.97
FDQ21,21.25,120.8756,1575.2828
NCD18,,230.2668,8062.838
FDV09,12.1,148.5734,1336.2606
FDI19,15.1,242.2512,484.7024
FDY47,8.6,131.531,2466.789
DRH37,17.6,164.2526,1315.6208
NCL19,15.35,144.047,286.294
DRI11,8.26,115.7834,2073.3012
NCC19,6.57,191.482,5020.132
FDS01,11.6,177.0686,1422.1488
FDX31,20.35,232.3958,6076.0908
NCL55,12.15,254.904,4048.064
FDW16,17.35,93.7804,2848.2924
FDT49,7,107.728,2024.032
FDW13,8.5,50.5324,882.8508
NCG30,,125.8046,249.0092
FDC14,14.5,42.0454,377.5086
FDS15,9.195,106.4596,215.7192
FDS32,17.75,140.3838,1404.838
FDE09,8.775,111.3228,1436.7964
FDM12,16.7,189.6214,2826.321
FDT57,15.2,238.2248,3555.372
FDM32,20.5,91.083,539.298
NCS38,,115.2176,1030.6584
NCW30,5.21,257.8962,4402.9354
FDD21,10.3,115.7176,1717.764
FDH35,18.25,165.9526,1644.526
NCX17,21.25,232.83,1398.18
NCI29,8.6,142.9154,992.7078
FDL24,10.3,172.0422,3966.1706
FDI46,9.5,251.9724,3523.4136
DRQ35,9.3,125.4388,3715.164
FDM04,9.195,50.8666,871.5322
NCJ17,7.68,84.9224,1619.2256
NCJ18,,116.6124,3199.8348
DRF13,12.1,144.4444,3628.61
FDB39,11.6,57.7272,503.3448
FDT52,9.695,246.2144,3675.216
FDT60,12,121.9388,3219.8088
FDM34,19,132.9626,1967.439
FDY27,6.38,179.5344,4103.9912
FDP08,20.5,195.5478,3874.956
FDP59,,103.1648,1973.4312
FDQ11,5.695,257.4988,3083.9856
FDV01,19.2,153.8314,155.1314
FDX31,20.35,234.9958,5842.395
NCX54,9.195,107.7622,105.8622
DRC12,17.85,191.6188,2475.4444
FDU11,,120.7098,3735.8038
NCB30,14.6,199.9084,2380.9008
FDS27,10.195,195.411,2749.754
FDX16,17.85,148.005,898.83
NCL53,7.5,176.1028,1948.1308
NCZ30,6.59,121.6098,2410.196
FDB15,10.895,262.2568,3954.852
FDY51,,220.8798,6170.6344
NCT18,14.6,179.6976,5070.7328
FDL32,,111.6544,335.5632
FDK46,9.6,258.062,2856.282
FDI22,,211.0612,418.1224
FDF21,10.3,189.053,5313.084
FDR34,17,228.4352,8245.2672
FDJ50,8.645,50.6982,736.3748
FDC34,16,155.2972,3583.3356
FDW51,6.155,213.456,2556.672
FDR28,13.85,165.121,2936.178
FDV60,,198.011,392.822
FDI45,13.1,173.8054,2801.6864
NCB30,,196.5084,198.4084
DRO59,11.8,77.0012,2277.036
FDU12,15.5,265.5568,4482.1656
NCX18,14.15,196.911,392.822
NCH30,,114.186,1924.162
FDE11,,184.1924,185.0924
FDE32,20.7,39.9506,872.8638
FDP25,15.2,216.7824,436.7648
NCM29,11.5,132.7626,2885.5772
FDQ21,21.25,120.8756,1454.1072
FDN24,14.1,54.5956,1037.3164
DRY23,9.395,41.3112,255.6672
FDW04,,130.531,5582.733
FDM01,7.895,101.1332,1332.9316
NCW29,14,131.331,3635.268
FDG33,5.365,172.0764,2748.4224
FDV51,16.35,165.7842,1823.6262
NCQ18,15.75,100.37,1298.31
NCL53,7.5,177.9028,1416.8224
FDQ39,14.8,189.3846,4777.115
FDF46,7.07,115.8834,1036.6506
NCA06,20.5,34.719,768.999
FDV26,,193.0794,975.397
FDJ04,18,119.9124,948.0992
FDE28,9.5,231.8668,230.3668
NCZ29,15,125.7362,3020.0688
FDW43,20.1,226.3036,910.8144
FDZ49,11,219.7798,2644.5576
NCJ05,18.7,151.5682,1982.0866
NCP29,,64.2168,1278.336
FDS16,15.15,147.976,732.38
FDZ45,14.1,196.7084,3174.5344
NCP29,8.42,65.4168,127.8336
FDZ58,,121.0072,2940.1728
FDV55,,145.1444,3918.8988
NCV53,8.27,237.988,7190.64
FDV47,,84.5566,253.6698
FDD45,8.615,95.4436,567.2616
FDP26,,105.9306,209.0612
DRD37,9.8,45.106,1398.18
FDT09,,131.0284,131.8284
FDM03,,109.1938,2036.6822
FDW09,13.65,78.8302,713.0718
FDX10,6.385,37.1874,247.0118
FDZ60,20.5,108.9596,539.298
FDM58,16.85,113.4544,2908.2144
FDV32,7.785,61.851,1454.773
FDU07,,150.4366,151.1366
FDS51,,62.7194,1857.582
NCT17,10.8,190.0214,2449.4782
FDA01,15,60.2904,117.1808
FDW25,5.175,84.2224,852.224
FDS01,11.6,179.0686,5688.5952
NCV18,6.775,84.625,2496.75
FDZ04,9.31,61.351,822.263
DRN59,15,47.306,652.484
FDD36,13.3,119.8124,1896.1984
FDT56,16,59.1246,753.0198
FDP09,,212.1902,424.7804
FDA33,6.48,146.2076,2364.9216
FDH14,,142.0838,280.9676
NCF18,,191.5504,5944.2624
FDF59,12.5,128.102,885.514
FDC29,8.39,115.7176,1374.2112
FDD32,17.7,80.8276,1868.2348
FDZ08,12.5,80.8592,82.5592
FDT21,,248.8092,6474.2392
FDM33,15.6,218.5798,4407.596
NCK07,10.65,166.1526,2466.789
NCL41,12.35,36.2216,346.216
FDZ36,6.035,188.224,5779.144
FDW51,6.155,213.356,3835.008
FDS47,16.75,89.1856,1581.9408
FDV02,16.75,172.4106,2908.8802
NCU18,15.1,139.8496,1270.3464
NCX17,21.25,233.03,5592.72
FDI12,9.395,89.6856,878.856
DRH51,17.6,89.3856,1318.284
NCP30,,37.4822,942.7728
FDG08,13.15,172.6764,2061.3168
FDX35,5.035,228.2036,4781.7756
FDY26,,210.5244,6775.1808
NCM43,,162.621,815.605
NCZ54,,160.9552,162.4552
FDO16,5.48,81.925,3079.325
FDR22,19.35,112.0544,223.7088
FDJ16,9.195,59.5246,810.9444
FDT47,5.26,95.7068,1166.4816
FDZ23,,187.124,3728.48
NCB31,6.235,261.691,3155.892
FDM15,11.8,149.9366,1662.5026
FDX27,20.7,92.9436,2174.5028
NCS54,13.6,177.937,2293.681
NCJ30,5.82,169.179,2037.348
FDD58,7.76,98.77,1697.79
DRJ23,18.35,187.6872,2836.308
FDS14,7.285,157.4288,2042.6744
FDR27,15.1,133.7942,2384.8956
FDT49,7,106.628,639.168
FDX26,,180.4292,4013.4424
NCW53,18.35,193.4162,2116.5782
FDS19,13.8,74.3012,1669.8264
DRF15,18.35,154.934,1225.072
DRH01,,172.8738,3649.2498
FDJ12,8.895,206.8296,4154.592
NCE42,,234.9958,13086.9648
DRL37,15.5,42.377,1211.756
FDJ36,14.5,101.4332,1948.1308
NCH18,,245.2802,10072.8882
DRI11,8.26,116.0834,1267.0174
NCO17,10,120.944,2037.348
FDS49,9,79.6644,1571.288
FDX43,5.655,165.85,1830.95
NCS17,18.6,93.4436,1701.7848
NCC42,15,140.8838,2247.7408
NCM26,20.5,153.434,3981.484
FDU32,8.785,119.9414,1462.0968
FDU19,8.77,173.8422,3448.844
NCM53,18.75,108.128,1065.28
FDG32,19.85,220.8772,4225.1668
FDF04,17.5,259.7304,3616.6256
NCN55,14.6,242.3538,5287.7836
FDJ34,11.8,127.1704,3004.0896
FDT51,11.65,110.8544,111.8544
FDT01,13.65,213.7902,1274.3412
FDV28,,34.9558,1120.5414
FDD02,16.6,118.4124,3199.8348
FDW48,18,79.0618,1208.427
FDF44,7.17,130.3968,3523.4136
FDY14,10.3,264.5226,3436.1938
FDU59,,162.6552,5685.932
FDQ10,,172.0422,517.3266
FDV21,11.5,123.9704,375.5112
FDQ36,7.855,37.2848,745.696
FDH12,,107.128,319.584
FDV40,17.35,72.2038,886.8456
NCF07,9,101.8016,1720.4272
FDA08,,164.2526,3946.8624
FDP33,,256.3672,255.6672
FDS27,10.195,196.311,589.233
DRD60,15.7,181.7634,2544.6876
FDM28,15.7,177.966,3415.554
NCU54,8.88,210.727,4194.54
NCX05,15.2,114.4492,579.246
FDX59,10.195,33.3558,848.895
FDE10,6.67,133.0626,1573.9512
FDW16,,91.6804,3858.9768
FDW07,,90.5514,2036.6822
FDG38,8.975,84.9224,1278.336
DRC27,13.8,246.2802,1228.401
FDT43,16.35,49.9324,259.662
FDR44,6.11,129.6968,1174.4712
FDP26,7.785,105.6306,627.1836
NCE55,,178.237,7939.665
FDU39,18.85,60.4562,1125.8678
FDK27,,120.9756,2787.0388
FDP32,6.65,127.2678,2416.1882
NCW54,7.5,59.2588,916.1408
FDA36,5.985,186.5924,2591.2936
FDU24,6.78,95.012,2050.664
FDX34,6.195,122.2098,1205.098
FDU27,18.6,48.8376,287.6256
FDQ25,8.63,174.1422,517.3266
FDY01,11.8,117.0834,1842.9344
FDH27,7.075,145.8128,1725.7536
FDL10,8.395,100.1042,1289.6546
FDL15,17.85,153.6682,1829.6184
FDT24,12.35,79.2328,154.4656
NCN55,14.6,238.3538,2163.1842
FDZ59,,164.95,4161.25
FDM57,11.65,82.9908,1258.362
FDD14,20.7,183.8266,1844.266
FDU19,8.77,173.6422,517.3266
DRJ39,20.25,219.3482,8323.8316
FDI04,13.65,198.4426,5536.7928
NCQ54,17.7,168.4474,2358.2636
FDW12,8.315,144.3444,3483.4656
FDQ32,,122.8388,2972.1312
DRG49,7.81,246.1486,5375.6692
FDP58,11.1,220.7482,4380.964
FDD57,18.1,96.2094,952.094
DRG23,8.88,153.8682,1829.6184
NCZ17,12.15,39.1506,1480.0734
DRJ11,9.5,188.4872,3592.6568
FDG16,15.25,215.1192,2157.192
FDZ51,,96.6094,2189.8162
NCN43,12.15,123.773,3325.671
NCN30,16.35,95.741,965.41
FDP39,,52.3324,1298.31
FDP34,12.85,157.663,2659.871
FDM44,12.5,103.699,412.796
FDC28,7.905,109.1254,1627.881
DRC24,17.85,153.4998,2922.1962
FDN46,7.21,100.8332,1537.998
NCN53,5.175,37.0874,423.4488
FDY32,,163.221,326.242
NCW06,16.2,193.1162,2501.4106
FDY48,14,103.8332,1743.0644
NCP29,8.42,65.9168,958.752
FDB60,9.3,195.0136,194.4136
DRE60,9.395,226.172,3848.324
FDN51,17.85,260.7936,4697.8848
DRE15,,74.2012,1290.3204
DRG15,6.13,60.1536,1102.5648
FDX55,,216.9166,217.7166
FDC57,20.1,194.282,1544.656
FDA25,16.5,103.699,1651.184
NCK29,5.615,122.473,1354.903
FDP48,7.52,183.095,5492.85
FDP49,,54.5614,1713.1034
FDL38,13.8,87.4172,178.4344
FDZ21,17.6,98.241,1930.82
FDQ44,20.5,122.3756,2544.6876
NCB42,11.8,116.9492,1969.4364
FDY15,,155.963,4537.427
NCW05,20.25,108.3938,2787.0388
FDR23,15.85,177.637,3352.303
FDO34,17.7,166.2816,2516.724
FDZ36,6.035,185.324,3728.48
FDX58,,184.495,7873.085
NCJ18,12.35,117.0124,1540.6612
FDP22,14.65,50.9666,717.7324
FDH57,10.895,133.5284,263.6568
DRF51,15.75,37.4506,1062.6168
FDD51,11.15,44.2744,588.5672
FDW04,8.985,131.531,1428.141
FDZ21,17.6,94.841,193.082
NCJ30,,168.679,4923.591
FDO45,13.15,89.5856,1494.0552
FDE41,9.195,86.5566,1183.7924
DRD13,,64.7168,3068.0064
NCC07,19.6,106.9964,1788.3388
FDE51,,43.7086,1293.6494
NCG43,20.2,93.2462,1018.0082
FDS59,,110.157,2306.997
FDV16,7.75,32.9558,101.8674
FDC03,8.575,194.1794,3316.3498
FDV60,20.2,197.211,3535.398
FDJ60,19.35,165.3184,1651.184
FDX20,7.365,225.172,452.744
FDD17,7.5,237.7906,1188.453
FDD08,8.3,37.4506,796.9626
FDX45,16.75,156.663,2816.334
FDM25,10.695,173.8712,4570.0512
NCT42,5.88,147.5392,2684.5056
FDT02,12.6,36.1874,423.4488
FDV34,10.695,74.0038,1034.6532
NCR41,17.85,95.9094,2285.0256
FDT31,19.75,188.0872,2458.1336
FDF33,7.97,107.5596,431.4384
NCU29,,145.976,585.904
NCB55,15.7,57.8562,651.8182
NCU18,15.1,139.7496,3952.1888
FDZ59,6.63,167.25,1830.95
NCI29,8.6,140.9154,1134.5232
FDL03,,197.711,4910.275
NCQ06,13,255.0014,5865.0322
FDY31,5.98,148.2418,1618.5598
DRI03,6.03,175.1028,1593.9252
FDL38,13.8,88.5172,2408.8644
FDR37,,183.0292,8209.314
FDT59,,228.5668,3225.1352
FDV28,16.1,34.3558,271.6464
NCX53,20.1,143.4154,3545.385
FDZ12,9.17,141.947,4008.116
NCT05,10.895,255.3672,767.0016
FDW38,5.325,55.8298,485.3682
FDD33,12.85,233.3642,3950.1914
FDV39,,196.8426,593.2278
DRE25,15.35,91.912,559.272
FDC59,16.7,64.3168,127.8336
FDF58,13.3,64.951,1644.526
NCP50,,78.6618,80.5618
FDS33,6.67,90.2514,974.0654
FDP08,20.5,192.0478,1549.9824
FDF29,15.1,131.531,2856.282
NCF30,17,124.6362,3900.9222
FDI50,8.42,227.6352,2748.4224
FDD56,15.2,177.1054,3151.8972
NCN41,17,125.073,369.519
FDE23,17.6,47.806,1071.938
FDL26,18,155.0972,3894.93
NCB30,14.6,196.9084,595.2252
FDY50,5.8,89.4172,2498.0816
NCK19,9.8,192.2478,4068.7038
NCR38,,250.7724,251.6724
FDI28,14.3,77.6302,950.7624
FDO24,11.1,158.8604,2693.8268
FDC45,17,171.7106,1711.106
FDU27,18.6,48.8376,1294.3152
FDS09,8.895,49.8008,759.012
DRE13,,86.6198,2529.3742
FDV15,10.3,102.3648,1557.972
FDH26,19.25,141.8496,2399.5432
FDI22,12.6,210.8612,1254.3672
FDJ26,15.3,215.7218,1923.4962
FDD26,,184.0924,555.2772
NCI55,,123.3414,4751.8146
FDA35,,122.2072,3552.7088
FDN21,18.6,160.6236,1611.236
NCM43,14.5,163.621,815.605
FDD09,13.5,179.5976,2173.1712
FDI24,10.3,177.637,4234.488
NCN41,,121.373,369.519
NCT53,,164.6526,657.8104
FDQ47,7.155,33.8874,35.2874
NCD42,16.5,39.7506,227.7036
FDI21,5.59,63.1168,191.7504
FDS48,15.15,149.6708,300.9416
FDW50,13.1,166.1158,1169.8106
FDO37,8.06,232.7326,3696.5216
FDS04,10.195,139.5838,4495.4816
FDP38,10.1,49.8008,303.6048
NCF06,6.235,258.9962,258.9962
FDR35,12.5,198.3742,2587.9646
FDB04,11.35,86.1856,1494.0552
FDK16,9.065,96.0094,1713.7692
FDM57,11.65,85.1908,671.1264
FDF45,18.2,57.1904,1640.5312
FDH04,6.115,91.0488,1629.8784
FDL25,6.92,90.5804,183.7608
FDK40,7.035,263.791,4996.829
FDV46,18.2,139.818,1398.18
FDU31,10.5,218.7508,3255.762
NCQ53,17.6,237.759,3545.385
FDD09,,182.0976,6157.3184
FDY19,19.75,116.5466,2828.3184
FDI33,16.5,91.7146,2462.7942
FDG08,13.15,172.0764,4466.1864
FDE39,7.89,117.4782,2026.0294
FDH53,20.5,82.8592,1733.7432
FDB09,16.25,123.9046,1120.5414
FDI22,12.6,207.2612,4390.2852
FDX24,,92.4462,185.0924
FDE09,8.775,109.5228,994.7052
FDJ57,7.42,184.6582,5015.4714
DRC49,8.67,145.8128,2444.8176
FDU19,8.77,170.5422,1551.9798
FDU43,19.35,238.6564,3575.346
FDA50,16.25,96.041,868.869
NCM29,11.5,129.6626,1836.2764
FDQ13,11.1,82.5908,1510.0344
FDB26,,55.264,1544.656
FDI21,5.59,62.9168,1406.1696
FDV25,,219.7456,884.1824
FDQ23,6.55,102.9332,1845.5976
FDJ41,6.85,261.2594,1046.6376
NCO42,21.25,144.1102,1749.7224
FDQ13,,84.6908,3691.1952
FDU47,12.8,138.7838,280.9676
FDW57,8.31,177.4028,3896.2616
DRN47,12.1,179.166,3056.022
FDW28,,194.7452,5872.356
NCN42,20.25,145.6418,3384.2614
FDR60,,78.2328,1004.0264
FDO09,,262.891,788.973
FDX45,16.75,156.163,2816.334
FDH27,7.075,145.3128,1869.5664
FDO08,11.1,163.1526,1808.9786
FDG10,6.63,55.4588,343.5528
FDZ40,8.935,54.9298,1348.245
FDZ27,7.935,51.435,499.35
FDZ46,7.485,112.1228,1215.7508
FDI46,9.5,253.3724,755.0172
NCW53,18.35,193.1162,2693.8268
FDY52,6.365,60.1536,490.0288
FDU07,11.1,149.1366,4231.8248
NCQ05,11.395,149.2708,2407.5328
FDT16,9.895,260.2278,4165.2448
NCJ17,7.68,86.4224,511.3344
NCY29,13.65,56.493,509.337
NCQ18,15.75,98.57,2496.75
FDS02,10.195,196.1794,2926.191
NCK31,10.895,50.2666,820.2656
FDH60,,195.711,5499.508
FDO19,17.7,48.3034,777.6544
DRF37,17.25,263.391,6311.784
FDN21,18.6,161.0236,3705.8428
FDM14,13.8,108.0254,759.6778
FDO08,11.1,165.5526,1973.4312
FDS27,10.195,195.111,3731.809
DRM59,5.88,153.8998,2922.1962
NCO29,11.15,163.0526,2302.3364
FDC32,,92.0462,277.6386
DRA12,11.6,142.0154,850.8924
FDI14,,139.2496,1976.0944
DRG51,12.1,163.5526,2302.3364
FDR33,,110.657,659.142
FDS23,4.635,126.9994,1798.9916
NCF43,8.51,142.247,2004.058
DRN37,9.6,167.3158,1838.2738
FDX57,17.25,96.9068,1458.102
NCC42,15,140.4838,1685.8056
FDS47,16.75,87.6856,1494.0552
DRK35,8.365,39.2506,75.9012
DRF37,,261.291,788.973
DRI23,18.85,161.8578,3530.0716
FDB28,6.615,198.7426,1186.4556
FDU50,5.75,115.3176,572.588
FDD22,10,113.3544,3467.4864
FDG04,13.1,188.9898,4303.0654
FDM08,10.1,223.0088,671.1264
FDI28,,79.0302,1901.5248
FDM57,11.65,83.4908,503.3448
NCS17,,94.6436,4065.3748
FDX44,9.3,90.4172,1249.0408
